source,title,authors,year,citations,abstract,catalysts,yield,cycles,recovery,score
CORE,Predicting Catalysis:  Understanding Ammonia Synthesis from First-Principles Calculations,"Baerends, E. J.; Biczysko, M.; Bligaard, T.; Christensen, C. H.; Clary, D. C.; Dahl, S.; Harrevelt, R. van; Hellman, A.; Honkala, K.; Jonsson, H.; Kroes, G. J.; Luppi, M.; Manthe, U.; Nørskov, J. K.; Olsen, R. A.; Rossmeisl, J.; Skúlason, E.; Tautermann, C. S.; Varandas, A. J. C.; Vincent, J. K.",2006,0,,"['mo', 'ni', 'cu', 'ir']",,,,
CORE,Theoretical Investigations of Novel Materials for Nitrogen Fixation,"Howalt, Jakob Geelmuyden",2013,0,,['ni'],,,,
CORE,Highly Efficient Ni-Doped Iron Catalyst for Ammonia Synthesis from QM-Based Hierarchical High Throughput Catalyst Screening,"An, Qi; Fortunelli, Alessandro; Fuller, Jon; Goddard, William A.; Mcdonald, Molly",2019,0,,"['mo', 'ni', 'ir']",,,,
CORE,Transition Metal Catalyzed Reactions for Forming Carbon–Oxygen and Carbon–Carbon Bonds,"Sølvhøj, Amanda Birgitte",2015,0,,[],,,,
CORE,Addressing the terawatt challenge:Scalability in the supply of chemical elements for renewable energy,"Jaramillo, Thomas F.; Vesborg, Peter C. K.",2012,0,,[],,,,
CORE,Design of heterogeneous catalysts,"Frey, Anne Mette",2009,0,,[],,,,
CORE,Nitrogen Activation in a Mars-van Krevelen Mechanism for Ammonia Synthesis on Co3Mo3N,"Catlow, CRA; Hargreaves, JSJ; Zeinalipour-Yazdi, CD",2015,0,,"['mo', 'co', 'ni']",,,,
CORE,"Thermocatalytic ammonia synthesis beyond conventional Haber-Bosch: Principles, advances, challenges and opportunities","Gallucci, Fausto; Gu, Tianbao; Huš, Matej; Likozar, Blaž; Liso, Vincenzo; Simon Araya, Samuel",2026,0,,"['mo', 'co', 'ni']",,,,
CORE,Ammonia Production Technologies,"Abghoui; Abghoui; Abghoui; Aika; Aika; Aika; Aika; Aika; Aika; Aika; Amar; Andersen; Anderson; Andersson; Appl; Appl; Appl; Appl; Arashiba; Arora; Arora; Arora; Bao; Bazhenova; Bazzanella; Bañares-Alcántara; Beach; Beach; Beach; Bennani; Bertuccioli; Bicer; Bocker; Bogaerts; Bosch; Boudart; Brandenburg; Brightling; Brown; Brown; Burgess; Burris; Butler; Buttler; Cao; Cao; Carmo; Carreon; CEFIC; CEFIC; Cesaro; Chakraborty; Chen; Chen; Chen; Chen; Cheng; Cherkasov; Chin; Choi; Christensen; Christensen; Chu; Cinti; Corporation; Cui; Cussler; Dabundo; Dahl; Dance; Dance; Daniel; Degnan; Demirhan; Doonan; Dotan; Dou; Duan; Eggeman; Elgowainy; Erisman; Ernst; Ertl; Ertl; European Commission; European Fertilizer Manufacturers’ Association; Faaij; Farber; Fernández; Fernández; Foster; Frattini; Fu; Gao; Gao; Garagounis; Garagounis; Gavnholt; Giddey; Gong; Greenlee; Guo; Guo; Guo; Gálvez; Haber; Haber; Hagen; Hagen; Hager; Han; Han; Hansen; Hansen; Hansen; Hansen; Hansgen; Hao; Hara; Hardenburger; Hargreaves; Hellman; Helminen; Helminen; Himstedt; Hinrichsen; Hoffman; Holladay; Hong; Honkala; Hu; Hu; Hu; Huang; Huang; Huang; Huberty; Hummelshøj; Höskuldsson; Inoue; Inoue; International Energy Agency; International Energy Agency, Associations IC of C; IRENA; Ithisuphalap; Jacobsen; Jacobsen; Jacobsen; James; Jennings; Jeong; Jiao; Jones; Kaleńczuk; Kibsgaard; Kim; Kim; Kim; Kim; Kim; Kim; Kim; Kim; Kitano; Kitano; Kitano; Kobayashi; Kojima; Kojima; Kojima; Kojima; Koponen; Kordali; Kowalczyk; Kugler; Kuriyama; Kyriakou; Kyriakou; Köleli; Laassiri; Lan; Lashgari; Laursen; Lazouski; Lazouski; Lei; Lendzion-Bieluñ; Leterme; Li; Li; Li; Li; Li; Li; Licht; Liu; Liu; Liu; Liu; liu; Liu; Liu; Liu; Liu; Liu; Liu; Liu; Liu; Liu; Liu; Logadottir; Lv; Lü; Malmali; Malmali; Malmali; Malmali; Malthus; Marnellos; Martin; Mathieu; McCormick; McEnaney; Mckay; McPherson; Medford; Medford; Medford; Mehta; Mehta; Michalsky; Michalsky; Michalsky; Michalsky; Mittasch; Montemore; Montoya; Morgan; Morgan; Morgan; Mulder; Murakami; Murakami; Murkin; Navarro; Nayak-Luke; Nazemi; Neese; Nernst; Neyts; Neyts; Ni; Nielsen; Nielsen; Nørskov; Nørskov; Olivier; Ostuni; Ouweltjes; Ozaki; Ozaki; Paixão; Palys; Palys; Palys; Pan; Patil; Patil; Patil; Pattabathula; Peng; Peng; Peng; Pfromm; Philibert; Phillip; Pool; Prieto; Proton Ventures; Reese; Reese; Ren; Ren; Ren; Rieth; Rod; Rod; Rod; Rodriguez; Rostrup-Nielsen; Rouwenhorst; Rouwenhorst; RVO; Saadatjou; Schiffer; Schlögl; Schlögl; Schmidt; Schmuecker; Schrauzer; Seefeldt; Seh; Sehested; Serrano-Ruiz; Shah; Shan; Sheppard; Sherbow; Shipman; Shiraishi; Showa Denko; Singh; Singh; Singh; Skúlason; Smil; Smil; Smith; Smith; Smith; Smith; Soloveichik; Soloveichik; Song; Steinmüller; Stevens; Stoltze; Stoltze; Stull; Sun; Suryanto; Swearer; Sánchez; Sánchez; Sánchez; Takeuchi; Takeuchi; Tanaka; Tao; te Roller; The Catalyst Group; Travis; Tricoli; Tsuneto; Tsuneto; U.S. Department of energy; Ursua; van der Ham; Van Geem; van Rooij; Vasileiou; Vegge; Vojvodic; Vojvodic; Volpin; Volpin; Vrijenhoef; Vu; Vøllestad; Wagner; Wang; Wang; Wang; Wang; Wang; Wang; Wang; Wang; Wang; Wang; Wang; Wang; Wang; Wang; Wang; Weninger; West; Wismann; Wu; Wu; Xiang; Xie; Xu; Xu; Xue; Xue; Yandulov; Yandulov; Yang; Yang; Yang; Yao; Ye; Yu; Yu; Yuan; Yun; Zeinalipour-Yazdi; Zeinalipour-Yazdi; Zeng; Zeng; Zhang; Zhang; Zhang; Zhang; Zhang; Zhang; Zhang; Zhang; Zhang; Zhang; Zhao; Zhao; Zhao; Zhao; Zhao; Zhao; Zhao; Zhou; Zhou; Ł",2021,0,,"['mo', 'ni']",,,,
CORE,Universal kinetic model for ammonia synthesis on various ruthenium-based catalysts,"Brilman, Derk Willem Frederik; Keestra, Hilbert; Rouwenhorst, Kevin Hendrik Reindert",2025,0,,"['ru', 'mo', 'ni']",,,,
CORE,Nitrogen fixation with renewable electricity:Plasma catalysis as an alternative for small-scale ammonia synthesis?,"Rouwenhorst, Kevin H.R.",2022,0,,"['mo', 'ni']",,,,
CORE,"Ammonia, 4. Green Ammonia Production","Benes, Nieck E.; Krzywda, Piotr Marek; Lefferts, Leon; Mul, Guido; Rouwenhorst, Kevin Hendrik Reindert",2020,0,,"['mo', 'ni']",,,,
CORE,Catalysts for Nitrogen Reduction to Ammonia,"Duda, Royce D.; Renner, Julie N.",2018,0,,"['mo', 'ni']",,,,
CORE,Nanowire Photoelectrochemistry.,"Deng, Jiao; Liu, Bin; Liu, Chong; Liu, Dong; Su, Yude; Yang, Peidong",2019,0,,['ir'],,,,
arXiv,"Bubble-Burst Synthesis of Ammonia, Amino Acids, and Urea Under Ambient, Catalyst-Free Conditions","Jerome J. Cuomo, Ian Goodall, C. Richard Guarnieri, Gennaro, Cuomo, Stephen Hudak",2025,0,"This study introduces a catalyst-free, ambient-temperature method for synthesizing nitrogen-based compounds critical to fertilizer production, including ammonia, urea, ammonium salts, and amino acids. The process relies on bubble-burst-induced microenvironments, where gas bubbles undergo rapid growth and collapse, releasing intense localized energy sufficient to dissociate nitrogen and water molecules. These high-energy zones produce reactive species, including atomic hydrogen (H*) that facilitate nitrogen fixation and drive subsequent chemical transformations without needing catalysts or elevated conditions. Experimental validation using colorimetric assays, Raman spectroscopy, and microscopy confirms the in situ formation of ammonia and its downstream conversion into structurally relevant compounds, including peptide-like assemblies. The system supports reaction tuning through dissolved carbon dioxide (CO2) or organic acids and can be enhanced by low-energy inputs such as UV or ultrasound. Its simplicity, modularity, and ability to operate without external infrastructure offer a practical and scalable platform for decentralized fertilizer generation and sustainable biochemical production.","['ru', 'fe', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Prey-predator modeling of CO2 atmospheric concentration,"Luis Augusto Trevisan, Fabiano Meira de Moura Luz",2008,0,"In this work we propose a mathematical model, based in a modified version of the Lotka-Volterra prey-predator equations, to predict the increasing in CO2 atmospheric concentration. We consider how the photosynthesis rate has changed with the increase of CO2 and how this affects plant reproduction and CO2 absorptions rates. Total CO2 emissions (natural and manmade) and biomass numerical parameter changes are considered. It is shown that the atmospheric system can be in equilibrium under some specific conditions, and also some comparisons with historical are done.","['fe', 'mo', 'co', 'pt']",,,,
arXiv,CO2: Efficient Distributed Training with Full Communication-Computation Overlap,"Weigao Sun, Zhen Qin, Weixuan Sun, Shidi Li, Dong Li, Xuyang Shen, Yu Qiao, Yiran Zhong",2024,0,"The fundamental success of large language models hinges upon the efficacious implementation of large-scale distributed training techniques. Nevertheless, building a vast, high-performance cluster featuring high-speed communication interconnectivity is prohibitively costly, and accessible only to prominent entities. In this work, we aim to lower this barrier and democratize large-scale training with limited bandwidth clusters. We propose a new approach called CO2 that introduces local-updating and asynchronous communication to the distributed data-parallel training, thereby facilitating the full overlap of COmunication with COmputation. CO2 is able to attain a high scalability even on extensive multi-node clusters constrained by very limited communication bandwidth. We further propose the staleness gap penalty and outer momentum clipping techniques together with CO2 to bolster its convergence and training stability. Besides, CO2 exhibits seamless integration with well-established ZeRO-series optimizers which mitigate memory consumption of model states with large model training. We also provide a mathematical proof of convergence, accompanied by the establishment of a stringent upper bound. Furthermore, we validate our findings through an extensive set of practical experiments encompassing a wide range of tasks in the fields of computer vision and natural language processing. These experiments serve to demonstrate the capabilities of CO2 in terms of convergence, generalization, and scalability when deployed across configurations comprising up to 128 A100 GPUs. The outcomes emphasize the outstanding capacity of CO2 to hugely improve scalability, no matter on clusters with 800Gbps RDMA or 80Gbps TCP/IP inter-node connections.","['fe', 'mo', 'co', 'ni', 'pt', 'pd']",,,,
arXiv,Target atmospheric CO2: Where should humanity aim?,"J. Hansen, M. Sato, P. Kharecha, D. Beerling, R. Berner, V. Masson-Delmotte, M. Pagani, M. Raymo, D. L. Royer, J. C. Zachos",2008,0,"Paleoclimate data show that climate sensitivity is ~3 deg-C for doubled CO2, including only fast feedback processes. Equilibrium sensitivity, including slower surface albedo feedbacks, is ~6 deg-C for doubled CO2 for the range of climate states between glacial conditions and ice-free Antarctica. Decreasing CO2 was the main cause of a cooling trend that began 50 million years ago, large scale glaciation occurring when CO2 fell to 450 +/- 100 ppm, a level that will be exceeded within decades, barring prompt policy changes. If humanity wishes to preserve a planet similar to that on which civilization developed and to which life on Earth is adapted, paleoclimate evidence and ongoing climate change suggest that CO2 will need to be reduced from its current 385 ppm to at most 350 ppm. The largest uncertainty in the target arises from possible changes of non-CO2 forcings. An initial 350 ppm CO2 target may be achievable by phasing out coal use except where CO2 is captured and adopting agricultural and forestry practices that sequester carbon. If the present overshoot of this target CO2 is not brief, there is a possibility of seeding irreversible catastrophic effects.","['fe', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Measurements and semi-empirical calculations of CO2+CH4 and CO2+H2 collision-induced absorption across a wide range of wavelengths and temperatures. Application for the prediction of early Mars surface temperature,"Martin Turbet, Christian Boulet, Tijs Karman",2019,0,"Reducing atmospheres have recently emerged as a promising scenario to warm the surface of early Mars enough to drive the formation of valley networks and other ancient aqueous features that have been detected so far on the surface of Mars. Here we present a series of experiments and calculations to better constrain CO2+CH4 and CO2+H2 collision-induced absorptions (CIAs) as well as their effect on the prediction of early Mars surface temperature. First, we carried out a new set of experimental measurements (using the AILES line of the SOLEIL synchrotron) of both CO2+CH4 and CO2+H2 CIAs. These measurements confirm the previous results of Turbet et al. 2019, Icarus vol. 321, while significantly reducing the experimental uncertainties. Secondly, we fitted a semi-empirical model to these CIAs measurements, allowing us to compute the CO2+CH4 and CO2+H2 CIAs across a broad spectral domain (0-1500cm-1) and for a wide range of temperatures (100-600K). Last, we performed 1-D numerical radiative-convective climate calculations (using the LMD Generic Model) to compute the surface temperature expected on the surface of early Mars for several CO2, CH4 and H2 atmospheric contents, taking into account the radiative effect of these revised CIAs. These calculations demonstrate that thick CO2+H2-dominated atmospheres remain a viable solution for warming the surface of Mars above the melting point of water, but not CO2+CH4-dominated atmospheres. Our calculated CO2+CH4 and CO2+H2 CIA spectra and predicted early Mars surface temperatures are provided to the community for future uses.","['ru', 'fe', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,New near-IR observations of mesospheric CO2 and H2O clouds on Mars,"Mathieu Vincendon, Cedric Pilorget, Brigitte Gondet, Scott Murchie, Jean-Pierre Bibring",2011,0,"Carbon dioxide clouds, which are speculated by models on solar and extra-solar planets, have been recently observed near the equator of Mars. The most comprehensive identification of Martian CO2 ice clouds has been obtained by the near-IR imaging spectrometer OMEGA. CRISM, a similar instrument with a higher spatial resolution, cannot detect these clouds with the same method due to its shorter wavelength range. Here we present a new method to detect CO2 clouds using near-IR data based on the comparison of H2O and CO2 ice spectral properties. The spatial and seasonal distributions of 54 CRISM observations containing CO2 clouds are reported, in addition to 17 new OMEGA observations. CRISM CO2 clouds are characterized by grain size in the 0.5-2\mum range and optical depths lower than 0.3. The distributions of CO2 clouds inferred from OMEGA and CRISM are consistent with each other and match at first order the distribution of high altitude (>60km) clouds derived from previous studies. At second order, discrepancies are observed. We report the identification of H2O clouds extending up to 80 km altitude, which could explain part of these discrepancies: both CO2 and H2O clouds can exist at high, mesospheric altitudes. CRISM observations of afternoon CO2 clouds display morphologies resembling terrestrial cirrus, which generalizes a previous result to the whole equatorial clouds season. Finally, we show that morning OMEGA observations have been previously misinterpreted as evidence for cumuliform, and hence potentially convective, CO2 clouds.","['ru', 'fe', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,CO2-CH4 conversion and syngas formation at atmospheric pressure using a multi-electrode dielectric barrier discharge,"A. Ozkan, T. Dufour, G. Arnoult, P. De Keyzer, A. Bogaerts, F. Reniers",2017,0,"The conversion of CO2 and CH4 into value-added chemicals is studied in a new geometry of a dielectric barrier discharge (DBD) with multi-electrodes, dedicated to the treatment of high gas flow rates. Gas chromatography is used to define the CO2 and CH4 conversion as well as the yields of the products of decomposition (CO, O2 and H2) and of recombination (C2H4, C2H6 and CH2O). The influence of three parameters is investigated on the conversion: the CO2 and CH4 flow rates, the plasma power and the nature of the carrier gas (argon or helium). The energy efficiency of the CO2 conversion is estimated and compared with those of similar atmospheric plasma sources. Our DBD reactor shows a good compromise between a good energy efficiency and the treatment of a large CO2 flow rate.","['mo', 'co']",,,,
arXiv,Ammonia Catalyst Evolution Under Reactor Conditions Revealed by Environmental and Multimodal Electron Microscopy,"Amy S. McKeown-Green, Parivash Moradifar, Zisheng Zhang, Cedric Lim, Andrew Barnum, Lin Yuan, Robert Sinclair, Frank Abild-Pedersen, Colin Ophus, Jennifer A. Dionne",2026,0,"Bimetallic catalysts provide new routes toward sustainable ammonia synthesis, but the structural dynamics controlling their performance under real-world conditions remain poorly understood. Here, we combine in situ gas-cell and multimodal electron microscopy to disentangle the temperature-, pressure-, and chemistry-dependent restructuring of AuRu catalysts, revealing pathways accessible only at atmospheric pressure. As synthesized, AuRu nanocatalysts are polycrystalline face-centered-cubic alloys with Au/Ru intermixing that phase-segregate into Au- and Ru-rich domains with elevated temperature (>450 °C). Increased pressure (~1 atm in 3:1, hydrogen:nitrogen) unlocks pronounced faceting and internal nanovoid formation, which systematic gas-chemistry variation identifies as hydrogen-driven. Density functional theory-based interatomic potentials show that hydrogen can amplify Au/Ru diffusion asymmetry, promoting nanovoid formation via a gas-mediated Kirkendall mechanism. Together, these results bridge the pressure gap between traditional in situ electron microscopy and benchtop ammonia reactors, enabling resolution of distinct restructuring stimuli in multicomponent systems.","['ru', 'mo', 'co', 'ni', 'cu', 'ir']",,,,
arXiv,Integrating Atomic Scale Catalyst Design with Transport Engineering for Stable and Efficient CO2 Electrolysis to CO in a Membrane Electrode Assembly,"Zahra Teimouri, Mahtab Masouminia, Ashkan Irannezhad, Reza Eslami, Joseph Deering, Navid Noor, Shunquan Tan, Amirhossein Foroozan, Shayan Angizi, Sung-Fu Hun, Drew Higgins",2025,0,"Electrochemical CO2 reduction (CO2R) offers a promising approach to decarbonize chemical manufacturing through production of carbon-neutral fuels. However, insufficient performance and instability of membrane electrode assembly (MEA) reactors limit commercial viability, with both metrics directly impacted by the CO2R catalysts. Here we develop an atomically dispersed nickel-nitrogen-carbon (Ni-NC) catalyst through a scalable synthesis approach using two different carbon supports. When using carbon nanotubes as the support, the resulting Ni-NCNT electrode achieves a partial current density toward CO of 558 mA cm-2 with 92 percent Faradaic efficiency toward CO at a cell voltage of 3.2 V and an energy efficiency of 39 percent toward CO at a total current density of 607 mA cm-2. The MEA demonstrates stable operation at 100 mA cm-2 over 210 hours, outperforming previously reported Ni-NC catalysts. Focused ion beam scanning electron microscopy (FIB-SEM) tomography illustrates the key role of catalyst support on the performance of the electrode. COMSOL Multiphysics simulations using 3D reconstructed images of the catalyst layers from FIB-SEM tomography demonstrate that the higher CO2R performance of the Ni-NCNT electrode is due to improved CO2 diffusion and a more uniform current-density distribution compared to the Ni-NCB electrode prepared with carbon black as the support. The stability and performance of the Ni-NCNT compare favorably to state-of-the-art Ag-based catalysts, while bottom-up cost analysis estimates the purchase cost of the Ni-NCNT catalyst to be about 589 USD per kg, substantially lower than the 1900 USD per kg estimated for Ag-based catalysts.","['ru', 'fe', 'mo', 'co', 'ni', 'cu', 'ir']",,,,
arXiv,Water Facilitated Electrochemical Reduction of CO2 on Cobalt-Porphyrin Catalysts,"Kaito Miyamoto, Ryoji Asahi",2018,0,"Cobalt-porphyrin catalyzed reductive decomposition of CO2 to CO is investigated based on Koper's water facilitated CO2 reduction mechanism using a simple but accurate protocol based on thermodynamics. In our protocol, accurate predictions of standard redox potentials and free energy differences are achieved by combining strengths of both density functional theory and experimental observations. With the proposed protocol, we found that the proton transfer from H2O takes place at -0.80 V vs. RHE at pH=3 through a concerted pathway and, as a result, the key intermediate for the CO generation, i.e., [CoP-COOH]- is formed. Since the redox potential of the proton transfer agrees well with experimentally observed CO2 reduction potential, we successfully clarified that H2O plays an important role in the reductive decomposition of CO2 to CO. This result is valuable not only for understanding the cobalt-porphyrin catalyzed reductive decomposition of CO2 but also as a guide for the development of new catalysts.","['fe', 'mo', 'co', 'ni', 'cu', 'rh']",,,,
CORE,A framework for the analysis of the security of supply of utilising carbon dioxide as a chemical feedstock,"Fraga, ES; Ng, M",2015,0,,"['fe', 'cu']",,,,
CORE,"Reductive functionalization of CO2 with amines: an entry to formamide, formamidine and methylamine derivatives","Blondiaux, Enguerrand; Cantat, Thibault; Frogneux, Xavier; Tlili, Anis",2015,0,,['co'],,,,
CORE,Selective electrochemical synthesis of urea from nitrate and CO2 via relay catalysis on hybrid catalysts,Chen Z.; Dunn J. B.; Grigioni I.; Lavallais C.; Li X. -Y.; Liu B.; Luo Y.; Ou P.; Peng T.; Sargent E. H.; Sinton D.; Wang N.; Xie K.; Zhang Z.,2023,0,,"['co', 'ni']",,,,
CORE,Comparative analysis of economic and environmental factors in green urea production,"Qasim, Muhammad Zeeshan",2025,0,,"['co', 'ir']",,,,
CORE,Imposing a unilateral carbon constraint on European energy-intensive industries and its impact on their international competitiveness - data & analysis,Andreas Schmitz; Katri Kosonen; Manfred Bergmann; Mark Hayden,,0,,"['co', 'ni', 'ir']",,,,
CORE,"Green pathway of Urea Synthesis through Plasma-Ice Interaction
  Optimization and Mechanistic Insights with N2 + CO2 and NH3 + CO2 Gas
  Mixtures","Desai, Vyom; Jamnapara, Nirav I.; Nema, Sudhir Kumar; Rathore, Vikas",2024,0,,"['co', 'ni', 'pt']",,,,
CORE,Cu-based electrodes for ammonia and urea electrosynthesis,"Anastasiadou, Dimitra",2023,0,,"['mo', 'ni', 'cu']",,,,
CORE,A Strongly Coupled Metal/Hydroxide Heterostructure Cascades Carbon Dioxide and Nitrate Reduction Reactions toward Efficient Urea Electrosynthesis.,"Bai, Z; Chen, L; Dou, S; Gao, P; Jia, G; Wang, G; Wang, N; Wang, W; Wu, F; Yao, Y; Ye, W; Zhang, Y; Zhu, G",2025,0,,"['ru', 'co', 'ni']",,,,
CORE,Electrocatalytic Pathways to the Formation of C-N Bonds,"Anastasiadou, Dimitra; Costa Figueiredo, Marta",2024,0,,[],,,,
CORE,"Opportunities and Limits of CO2 Recycling in a Circular Carbon Economy: Techno-economics, Critical Infrastructure Needs, and Policy Priorities","Bhardwaj, Amar A.; Friedmann, Julio; McCormick, Colin",2021,0,,"['ru', 'co', 'ni', 'cu', 'ir']",,,,
CORE,Assessment of Nitrogen Sources for Xanthobacter sp. SoF1,"Halenius, Riikka",2025,0,,['ni'],,,,
CORE,Introduction: the power-to-fuel concept,"Candelaresi, Daniele; Spazzafumo, Giuseppe",2021,0,,"['co', 'pt']",,,,
CORE,Process design for green urea production from renewable resources,"Tessa Gimenez, Lucila",2023,0,,[],,,,
CORE,Recent research progress on building C–N bonds via electrochemical NOx reduction,"Li, Tengfei; Udayasurian, Shaktiswaran R",2024,0,,[],,,,
CORE,Petrochemicals and Climate Change : Tracing Globally Growing Emissions and Key Blind Spots in a Fossil-Based Industry,"Bauer, Fredric; Finkill, Guy David; Fjäll, Stephanie; Kulionis, Viktoras; Oberschelp, Christopher; Pfister, Stephan; Tilsted, Joachim Peter",2022,0,,[],,,,
CORE,Calcium copper looping process for hydrogen production applied to ammonia plants,"ARMAROLI, DAVID",2016,0,,"['mo', 'co', 'ni']",,,,
CORE,Blue urea : fertilizer with reduced environmental impact,"Driver, J.G.; Lake, J.A.; Makenyire, T.; McGregor, J.; Owen, R.E.; Styring, P.",2019,0,,"['fe', 'ir']",,,,
arXiv,Synthesis of Mechanism for single- and hybrid-tasks using Differential Evolution,"F. Penunuri, R. Peon-Escalante, C. Villanueva, D. Pech-Oy",2011,0,"The optimal dimensional synthesis for planar mechanisms using differential evolution (DE) is demonstrated. Four examples are included: in the first case, the synthesis of a mechanism for hybrid-tasks, considering path generation, function generation, and motion generation, is carried out. The second and third cases pertain to path generation, with and without prescribed timing. Finally, the synthesis of an Ackerman mechanism is reported. Order defect problem is solved by manipulating individuals instead of penalizing or discretizing the search space for the parameters. A technique that consists in applying a transformation in order to satisfy the Grashof and crank conditions to generate an initial elitist population is introduced. As a result, the evolutionary algorithm increases its efficiency.","['fe', 'mo', 'co', 'ni', 'pt', 'ir']",,,,
arXiv,Synthesis of Spherical 4R Mechanism for Path Generation using Differential Evolution,"F. Penunuri, R. Peon-Escalante, C. Villanueva, Carlos A. Cruz-Villar",2011,0,"The problem of path generation for the spherical 4R mechanism is solved using the Differential Evolution algorithm (DE). Formulas for the spherical geodesics are employed in order to obtain the parametric equation for the generated trajectory. Direct optimization of the objective function gives the solution to the path generation task without prescribed timing. Therefore, there is no need to separate this task into two stages to make the optimization. Moreover, the order defect problem can be solved without difficulty by means of manipulations of the individuals in the DE algorithm. Two examples of optimum synthesis showing the simplicity and effectiveness of this approach are included.","['fe', 'mo', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Synthesis of Reversible Functions Beyond Gate Count and Quantum Cost,"Robert Wille, Mehdi Saeedi, Rolf Drechsler",2010,0,"Many synthesis approaches for reversible and quantum logic have been proposed so far. However, most of them generate circuits with respect to simple metrics, i.e. gate count or quantum cost. On the other hand, to physically realize reversible and quantum hardware, additional constraints exist. In this paper, we describe cost metrics beyond gate count and quantum cost that should be considered while synthesizing reversible and quantum logic for the respective target technologies. We show that the evaluation of a synthesis approach may differ if additional costs are applied. In addition, a new cost metric, namely Nearest Neighbor Cost (NNC) which is imposed by realistic physical quantum architectures, is considered in detail. We discuss how existing synthesis flows can be extended to generate optimal circuits with respect to NNC while still keeping the quantum cost small.","['fe', 'mo', 'co', 'pt', 'cu', 'ir']",,,,
arXiv,Molecular Mechanisms of Urea Interactions with Bovine Serum Albumin in an Acid-Expanded Conformation (pH 3.7),"Y. Ricardo Espinosa, C. Manuel Carlevaro, C. Gaston Ferrara",2026,0,"Understanding the molecular mechanism by which denaturants modulate protein structure remains a central challenge in protein biophysics. In this work, molecular dynamics simulations were employed to investigate the effects of urea on the structural stability of bovine serum albumin, its F isoform at pH 3.7, over a broad range of urea concentrations (0 M to a fully urea/solvated system). The results reveal that urea induces a concentration/dependent dehydration/rehydration mechanism within the protein hydration shell. At low urea concentrations, a marked reduction in protein/water hydrogen bonds is observed, accompanied by a corresponding increase in protein/urea interactions, consistent with a competitive solvation process. At higher concentrations, urea/urea self-association becomes significant, limiting direct protein/urea interactions and promoting partial rehydration of the protein surface. Despite these solvent rearrangements, the secondary structure of BSA remains largely preserved, whereas local and tertiary structural features, particularly in Domain III, exhibit increased solvent exposure and conformational flexibility. These findings support a dynamic compensation mechanism in which urea partially replaces water in the solvation shell without fully disrupting the hydrogen-bonding network. Overall, this study provides molecular-level insight into the interplay between preferential interactions, solvation dynamics, and protein stability under denaturing conditions.","['ru', 'fe', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Molecular Mechanisms Underlying the Effects of Urea and the Structural Dynamics of Bovine Serum Albumin,"Y. Ricardo Espinosa, C. Manuel Carlevaro, C. Gastón Ferrara",2025,0,"The disruption of protein structures by denaturants like urea is well studied, though its molecular mechanisms remain unclear. Using Molecular Dynamics (MD) simulations, we investigated how urea affects the structural stability of Bovine Serum Albumin (BSA) at concentrations from 0 M to 5 M. Our results reveal that urea induces a dehydration/rehydration cycle, characterized by displacement and partial replacement of water molecules in BSAs hydration shell. At low concentrations, urea reduces protein/water hydrogen bonds while enhancing protein-urea interactions. At higher concentrations, urea aggregation limits these interactions, promoting rehydration and changes in tertiary structure, while secondary structure remains largely intact. These findings provide insights into the mechanisms of protein denaturation and stability by urea.","['ru', 'fe', 'mo', 'co', 'ni', 'pt', 'cu']",,,,
arXiv,Design and Analysis of a Robotic Lizard using Five-Bar Mechanism,"Rajashekhar V S, Dinakar Raj C K, Vishwesh S, Selva Perumal E, Nirmal Kumar M",2021,0,"Legged robots are being used to explore rough terrains as they are capable of traversing gaps and obstacles. In this paper, a new mechanism is designed to replicate a robotic lizard using integrated five-bar mechanisms. There are two five bar mechanisms from which two more are formed by connecting the links in a particular order. The legs are attached to the links of the five bar mechanism such that, when the mechanism is actuated, they move the robot forward. Position analysis using vector loop approach has been done for the mechanism. A prototype has been built and controlled using servo motors to verify the robotic lizard mechanism.","['mo', 'co', 'ni', 'cu']",,,,
